-90	-1
-80	-1
-70	3.498036477
-69	2.125150371
-68	1.3482869
-67	0.888264355
-66	0.604810281
-65	0.423926604
-64	0.304859057
-63	0.224286193
-62	0.168397751
-61	0.128760393
-60	0.100079407
-59	0.078946018
-58	0.063114906
-57	0.051075937
-56	0.041793863
-55	0.034546427
-54	0.028821535
-53	0.02425064
-52	0.02056482
-51	0.017565314
-50	0.015103457
-49	0.013066811
-48	0.01136945
-47	0.009945067
-46	0.008742028
-45	0.007719782
-44	0.006846221
-43	0.006095732
-42	0.005447737
-41	0.004885588
-40	0.004395735
-39	0.00396708
-38	0.00359048
-37	0.003258364
-36	0.002964431
-35	0.002703406
-34	0.002470859
-33	0.002263048
-32	0.002076801
-31	0.001909418
-30	0.001758589
-29	0.001622337
-28	0.001498956
-27	0.001386975
-26	0.001285118
-25	0.001192275
-24	0.001107479
-23	0.001029886
-22	0.000958753
-21	0.000893428
-20	0.000833336
-19	0.00077797
-18	0.000726879
-17	0.000679664
-16	0.000635969
-15	0.000595477
-14	0.000557905
-13	0.000522999
-12	0.000490531
-11	0.000460297
-10	0.000432112
-9.9	0.0004294
-9.8	0.000426706
-9.7	0.000424031
-9.6	0.000421375
-9.5	0.000418736
-9.4	0.000416115
-9.3	0.000413513
-9.2	0.000410928
-9.1	0.000408361
-9	0.000405811
-8.9	0.000403278
-8.8	0.000400763
-8.7	0.000398265
-8.6	0.000395783
-8.5	0.000393319
-8.4	0.000390871
-8.3	0.000388439
-8.2	0.000386024
-8.1	0.000383625
-8	0.000381242
-7.9	0.000378875
-7.8	0.000376524
-7.7	0.000374189
-7.6	0.000371869
-7.5	0.000369564
-7.4	0.000367275
-7.3	0.000365002
-7.2	0.000362743
-7.1	0.000360499
-7	0.00035827
-6.9	0.000356056
-6.8	0.000353856
-6.7	0.000351671
-6.6	0.000349501
-6.5	0.000347344
-6.4	0.000345202
-6.3	0.000343074
-6.2	0.000340959
-6.1	0.000338859
-6	0.000336772
-5.9	0.000334699
-5.8	0.000332639
-5.7	0.000330593
-5.6	0.00032856
-5.5	0.00032654
-5.4	0.000324534
-5.3	0.00032254
-5.2	0.000320559
-5.1	0.000318591
-5	0.000316636
-4.9	0.000314693
-4.8	0.000312763
-4.7	0.000310845
-4.6	0.000308939
-4.5	0.000307046
-4.4	0.000305165
-4.3	0.000303296
-4.2	0.000301438
-4.1	0.000299593
-4	0.000297759
-3.9	0.000295937
-3.8	0.000294127
-3.7	0.000292328
-3.6	0.00029054
-3.5	0.000288764
-3.4	0.000286999
-3.3	0.000285245
-3.2	0.000283503
-3.1	0.000281771
-3	0.00028005
-2.99	0.000279879
-2.98	0.000279707
-2.97	0.000279536
-2.96	0.000279365
-2.95	0.000279194
-2.94	0.000279023
-2.93	0.000278852
-2.92	0.000278681
-2.91	0.000278511
-2.9	0.00027834
-2.89	0.00027817
-2.88	0.000277999
-2.87	0.000277829
-2.86	0.000277741
-2.85	0.000277911
-2.84	0.000278081
-2.83	0.000278252
-2.82	0.000278422
-2.81	0.000278593
-2.8	0.000278763
-2.79	0.000278934
-2.78	0.000279105
-2.77	0.000279276
-2.76	0.000279447
-2.75	0.000279618
-2.74	0.000279789
-2.73	0.000279961
-2.72	0.000280132
-2.71	0.000280304
-2.7	0.000280475
-2.69	0.000280647
-2.68	0.000280819
-2.67	0.000280991
-2.66	0.000281163
-2.65	0.000281335
-2.64	0.000281507
-2.63	0.00028168
-2.62	0.000281852
-2.61	0.000282025
-2.6	0.000282198
-2.59	0.00028237
-2.58	0.000282543
-2.57	0.000282716
-2.56	0.000282889
-2.55	0.000283063
-2.54	0.000283236
-2.53	0.000283409
-2.52	0.000283583
-2.51	0.000283756
-2.5	0.00028393
-2.49	0.000284104
-2.48	0.000284278
-2.47	0.000284452
-2.46	0.000284626
-2.45	0.0002848
-2.44	0.000284975
-2.43	0.000285149
-2.42	0.000285324
-2.41	0.000285498
-2.4	0.000285673
-2.39	0.000285848
-2.38	0.000286023
-2.37	0.000286198
-2.36	0.000286373
-2.35	0.000286548
-2.34	0.000286724
-2.33	0.000286899
-2.32	0.000287075
-2.31	0.000287251
-2.3	0.000287426
-2.29	0.000287602
-2.28	0.000287778
-2.27	0.000287954
-2.26	0.000288131
-2.25	0.000288307
-2.24	0.000288483
-2.23	0.00028866
-2.22	0.000288837
-2.21	0.000289013
-2.2	0.00028919
-2.19	0.000289367
-2.18	0.000289544
-2.17	0.000289722
-2.16	0.000289899
